mesh_7,mesh_code,LU06_AG,LU06_FO,LU06_WS,LU06_BU,LU06_TR,LU06_OT,LU06_WT,LU06_SH,LU06_OC,LU06_GO
4229553,42295572,0.070707071,0.86013986,0.035742036,0.007770008,0.008547009,0.003108003,0,0.007770008,0.006216006,0
4229554,42295577,0.416099773,0.458049887,0.012471655,0.037414966,0.009070295,0.015873016,0.009070295,0.027210884,0.014739229,0
4229651,42296522,0.07198748,0.816901408,0.048513302,0.020344288,0.006259781,0.004694836,0,0.020344288,0.010954617,0
4229652,42296527,0.224489796,0.428571429,0.034013605,0.027210884,0.06122449,0.013605442,0,0.108843537,0.102040816,0
4229371,42293722,0.087719298,0.052631579,0.157894737,0.280701754,0,0.035087719,0,0.315789474,0.070175439,0
4229372,42293727,0.502752294,0.137614679,0.155963303,0.088073394,0.001834862,0.009174312,0,0.089908257,0.014678899,0
4229373,42293772,0.460645161,0.123870968,0.132903226,0.149677419,0,0.049032258,0.001290323,0.047741935,0.010322581,0.024516129
4229374,42293777,0.575745202,0.191915067,0.100449163,0.083299306,0.003674969,0.013066558,0.003674969,0.026133116,0.00204165,0
4229472,42294727,0.655080214,0.128342246,0.030748663,0.098930481,0.010695187,0.001336898,0.005347594,0.064171123,0.005347594,0
4230303,42303072,0.235294118,0,0.147058824,0.117647059,0,0.029411765,0,0.382352941,0.088235294,0
4230401,42304022,0.660425532,0.084255319,0.06893617,0.068085106,0.005106383,0.021276596,0.000851064,0.06893617,0.02212766,0
4230403,42304072,0.02173913,0.326086957,0.326086957,0,0,0,0,0.304347826,0.02173913,0
4328174,43281777,0,0.071428571,0.815789474,0,0,0,0,0.041353383,0.071428571,0
4328272,43282727,0,0,1,0,0,0,0,0,0,0
4329103,43291072,0,0.169811321,0.716981132,0,0,0,0,0.018867925,0.094339623,0
4329201,43292022,0,0,0.727272727,0,0,0,0,0.090909091,0.181818182,0
4329513,43295172,0,0,0.6,0,0,0,0,0.2,0.2,0
4329514,43295177,0.106995885,0.454046639,0.203017833,0.006858711,0,0.004115226,0.001371742,0.198902606,0.024691358,0
4329624,43296277,0.060606061,0.310606061,0.098484848,0.022727273,0,0,0,0.454545455,0.053030303,0
4429142,44291427,0.022922636,0.461318052,0.444126074,0.014326648,0,0,0,0.017191977,0.040114613,0
4429144,44291477,0,0.35962877,0.60324826,0,0,0,0,0.020881671,0.016241299,0
4429441,44294422,0.064814815,0.726851852,0.055555556,0.018518519,0,0.00462963,0,0.069444444,0.060185185,0
4429643,44296472,0,0.621103118,0.335731415,0,0,0,0,0.009592326,0.033573141,0
4429644,44296477,0,0.405405405,0.243243243,0,0,0,0,0.027027027,0.324324324,0
4429352,44293527,0.018416206,0.456721915,0.419889503,0.016574586,0,0.044198895,0,0.012891344,0.031307551,0
4429353,44293572,0,0.264705882,0.470588235,0,0,0,0,0.176470588,0.088235294,0
4429354,44293577,0,0.580705009,0.404916512,0,0,0,0,0.005102041,0.009276438,0
4429452,44294527,0,0.725663717,0.17699115,0,0,0,0,0.07079646,0.026548673,0
4429564,44295677,0.017793594,0.832740214,0.120996441,0.014234875,0,0,0,0.010676157,0.003558719,0
4429662,44296627,0.048795944,0.875158428,0.057667934,0.005703422,0,0.003802281,0,0.005069708,0.003802281,0
4429664,44296677,0,0.892156863,0.078431373,0,0,0,0,0.019607843,0.009803922,0
4429573,44295772,0,0.892794376,0.065026362,0,0,0,0,0.007029877,0.035149385,0
4429671,44296722,0.035595106,0.909899889,0.0378198,0,0,0,0,0.008898776,0.007786429,0
4429771,44297722,0,0.816326531,0.129251701,0,0,0,0,0,0.054421769,0
4429772,44297727,0,0.603174603,0.349206349,0,0,0,0,0,0.047619048,0
4429773,44297772,0.020588235,0.797058824,0.130392157,0.005882353,0,0.004901961,0,0.019607843,0.021568627,0
4429774,44297777,0,0.836734694,0.102040816,0,0,0,0,0.040816327,0.020408163,0
4529071,45290722,0,0.727272727,0.072727273,0,0,0,0,0.145454545,0.054545455,0
4530003,45300072,0,0,0,0,0,0,0,0,1,0
4530511,45305122,0,0.555555556,0.194444444,0,0,0,0,0.111111111,0.138888889,0
4530512,45305127,0.008943544,0.83901621,0.13471213,0.000558971,0,0.0039128,0,0.002794857,0.010061487,0
4530513,45305172,0.006443299,0.880154639,0.065721649,0.00257732,0,0,0,0.024484536,0.020618557,0
4530514,45305177,0.026378897,0.887290168,0.035971223,0.020383693,0,0.001199041,0,0.013189448,0.01558753,0
4530521,45305222,0,0.863829787,0.089361702,0,0,0,0,0.021276596,0.025531915,0
4530233,45302372,0.028571429,0.485714286,0.028571429,0,0.085714286,0,0,0.285714286,0.085714286,0
4530234,45302377,0.116826504,0.795117698,0.025283348,0.005231037,0,0.007846556,0,0.034873583,0.014821273,0
4530331,45303322,0.056976744,0.813953488,0.001162791,0.029069767,0,0.009302326,0.03372093,0.037209302,0.018604651,0
4530332,45303327,0.002108963,0.993321617,0.00456942,0,0,0,0,0,0,0
4530333,45303372,0,0.973365617,0.013922518,0,0,0,0,0.003631961,0.009079903,0
4530334,45303377,0,0.993677555,0.006322445,0,0,0,0,0,0,0
4530431,45304322,0,0.978460311,0.014359793,0,0,0,0,0.001595533,0.005584364,0
4530432,45304327,0,0.935676626,0.064323374,0,0,0,0,0,0,0
4530433,45304372,0.074221339,0.86083499,0.013916501,0.013916501,0,0.000662691,0.011265739,0.017892644,0.007289596,0
4530434,45304377,0.003171247,0.996124031,0.000352361,0,0,0,0,0.000352361,0,0
4530532,45305327,0.027196653,0.914748954,0.009937238,0.015690377,0.00209205,0.005230126,0.007322176,0.012029289,0.005753138,0
4530534,45305377,0,0.807692308,0.051282051,0,0,0,0,0.051282051,0.08974359,0
4530243,45302472,0.172034564,0.72034564,0.029850746,0.023566379,0.010212097,0.016496465,0,0.014139827,0.013354281,0
4530244,45302477,0.395953757,0.445086705,0.020231214,0.046242775,0.011560694,0.020231214,0,0.023121387,0.037572254,0
4530341,45303422,0.000351124,0.990870787,0.00877809,0,0,0,0,0,0,0
4530342,45303427,0.088653924,0.872305815,0.011793412,0.003253355,0.000813339,0.003253355,0.008133388,0.007726718,0.004066694,0
4530343,45303472,0,0.804294263,0.195705737,0,0,0,0,0,0,0
4530344,45303477,0,0.962065332,0.030558483,0,0,0,0.007376185,0,0,0
4530441,45304422,0,0.666666667,0.332982086,0,0,0,0.000351247,0,0,0
4530442,45304427,0,0.90278267,0.077492075,0,0,0,0.019725255,0,0,0
4530443,45304472,0.00070373,0.887051372,0.099929627,0,0,0.001759324,0.010555947,0,0,0
4530444,45304477,0.040015692,0.746567281,0.187132209,0.008238525,0.000784621,0.00549235,0.004707729,0.005884661,0.001176932,0
4530541,45305422,0.018078021,0.925309229,0.033777355,0.009514748,0.002378687,0.003805899,0,0.003330162,0.003805899,0
4530542,45305427,0.04491018,0.305389222,0.056886228,0.266467066,0.020958084,0.188622754,0.062874251,0.032934132,0.020958084,0
4530543,45305472,0,0,0,0,0,0,0,0,1,0
4530351,45303522,0.166666667,0.633333333,0.1,0.013333333,0,0.013333333,0,0.046666667,0.026666667,0
4530353,45303572,0.094850949,0.644308943,0.10298103,0.058943089,0.006775068,0.04200542,0.020325203,0.01897019,0.010840108,0
4530451,45304522,0.037231253,0.796014683,0.146827478,0.005768222,0.003146303,0.004195071,0,0.004719455,0.002097535,0
4530453,45304572,0.032631579,0.588421053,0.197894737,0.027368421,0.001052632,0.116842105,0.008421053,0.02,0.007368421,0
4530462,45304627,0.493472585,0.412532637,0.007832898,0.049608355,0.015665796,0,0,0.005221932,0.015665796,0
4530464,45304677,0.403225806,0.538306452,0,0.024193548,0.010080645,0.002016129,0,0,0.022177419,0
4530562,45305627,0.347342398,0.587144623,0.00618047,0.012360939,0.017305315,0,0,0.018541409,0.011124845,0
4530564,45305677,0.323671498,0.381642512,0,0.140096618,0.028985507,0.038647343,0,0.057971014,0.028985507,0
4530471,45304722,0.431328036,0.354143019,0.03291714,0.037457435,0.006810443,0.010215664,0.022701476,0.091940976,0.012485812,0
4530472,45304727,0,0.14516129,0.161290323,0,0,0.080645161,0,0.419354839,0.193548387,0
4530473,45304772,0.266501941,0.663254501,0.012707377,0.024355807,0.00917755,0.008471585,0.012707377,0.002823862,0,0
4530474,45304777,0.103641457,0.730392157,0.015406162,0.028711485,0.009803922,0.049719888,0.014005602,0.034313725,0.014005602,0
4530571,45305722,0.391472868,0.569767442,0.003171247,0.013742072,0.006694856,0.014799154,0.000352361,0,0,0
4530572,45305727,0.244239631,0.662936142,0.030941409,0.009874918,0.013166557,0.001974984,0.01514154,0.013166557,0.008558262,0
4530573,45305772,0.531761886,0.423092289,0.006392329,0.018777467,0.005193767,0.005593288,0.001598082,0.004794247,0.002796644,0
4530574,45305777,0.423889294,0.422432629,0.056081573,0.046613256,0.009468318,0.005826657,0.016751639,0.01019665,0.008739985,0
4530671,45306722,0.497497497,0.393393393,0.032032032,0.016016016,0,0.011011011,0.013013013,0.032032032,0.005005005,0
4530672,45306727,0.649884527,0.184757506,0.07482679,0.059122402,0.001385681,0.021247113,0.000461894,0.0073903,0.000923788,0
4530673,45306772,0.246376812,0.550724638,0.043478261,0.072463768,0,0,0,0.072463768,0.014492754,0
4530674,45306777,0.53957935,0.393116635,0.023709369,0.019502868,0,0.017973231,0.000382409,0.00458891,0,0.001147228
4530772,45307727,0.235663082,0.674283154,0.01344086,0.01344086,0.005824373,0.046594982,0,0.002240143,0.008512545,0
4530774,45307777,0.204592046,0.765067651,0.002050021,0.013120131,0.007790078,0.000410004,0,0.002870029,0.004100041,0
4531603,45316072,0.296703297,0.557692308,0.023809524,0.006410256,0,0.018315018,0,0.010989011,0.01007326,0.076007326
4531701,45317022,0.121917808,0.848401826,0.010502283,0.002739726,0,0.005022831,0,0.008219178,0.003196347,0
4531703,45317072,0.172839506,0.793415638,0.007407407,0.014814815,0,0.004526749,0,0.005349794,0.001646091,0
4629133,46291372,0,0,0,0,0,0,0,0.4,0.6,0
4629231,46292322,0,0,0.666666667,0,0,0,0,0.090909091,0.242424242,0
4629232,46292327,0,0.28,0.32,0,0,0,0,0.2,0.2,0
4629533,46295372,0,0,1,0,0,0,0,0,0,0
4629631,46296322,0,0,0.785714286,0,0,0,0,0,0.214285714,0
4629632,46296327,0,0.468468468,0.468468468,0,0,0,0,0.004504505,0.058558559,0
4629634,46296377,0,0,1,0,0,0,0,0,0,0
4629173,46291772,0.001883239,0.760828625,0.084745763,0.007532957,0,0.120527307,0,0.005649718,0.018832392,0
4629174,46291777,0.002398082,0.70263789,0.067146283,0,0,0.20383693,0,0,0.023980815,0
4629271,46292722,0,0.714285714,0.060150376,0.005012531,0,0.200501253,0,0.007518797,0.012531328,0
4629272,46292727,0.021186441,0.449152542,0.042372881,0.021186441,0,0.466101695,0,0,0,0
4630102,46301027,0,0,0,0,0,0,0,0,1,0
4630614,46306177,0,0,0,0,0,0,0,0,1,0
4630712,46307127,0.126394052,0.592565056,0.162825279,0.058736059,0.008178439,0.017100372,0.000743494,0.008921933,0.024535316,0
4630713,46307172,0,0.742574257,0.168316832,0,0,0,0,0.00990099,0.079207921,0
4630714,46307177,0.0836714,0.780425963,0.076572008,0.029918864,0.000507099,0.011663286,0,0.004563895,0.012677485,0
4630121,46301222,0.008103728,0.427876823,0.359805511,0.01458671,0,0.1636953,0,0.003241491,0.022690438,0
4630122,46301227,0,0,0.962025316,0,0,0,0,0,0.037974684,0
4630123,46301272,0,0.605263158,0.377990431,0,0,0.009569378,0,0,0.007177033,0
4630124,46301277,0,0.024691358,0.87654321,0,0,0,0,0.061728395,0.037037037,0
4630623,46306272,0,0.545454545,0.363636364,0,0,0,0,0,0.090909091,0
4630721,46307222,0.321575813,0.273476867,0.030233623,0.274393037,0.023820431,0.047182776,0.010077874,0.00091617,0.018323408,0
4630722,46307227,0.548273155,0.297095761,0.016483516,0.078492936,0.016091052,0.031397174,0,0.003139717,0.009026688,0
4630723,46307272,0.267470734,0.648811635,0.0099326,0.054274565,0.006030507,0.013125222,0.000354736,0,0,0
4630724,46307277,0.281505147,0.66027689,0.009939652,0.037628683,0.006034789,0.004614838,0,0,0,0
4630133,46301372,0.011173184,0.600558659,0.103351955,0.01396648,0,0.201117318,0,0.01396648,0.055865922,0
4630134,46301377,0,0.541176471,0.094117647,0,0,0.235294118,0,0,0.129411765,0
4630633,46306372,0.283018868,0.320754717,0,0.018867925,0,0.018867925,0,0.20754717,0.150943396,0
4630634,46306377,0.577726218,0.129930394,0.002320186,0.194895592,0,0.055684455,0.002320186,0.025522042,0.011600928,0
4630731,46307322,0.493971502,0.33576909,0.018998904,0.116916332,0,0.017902813,0.006941907,0.002557545,0.006941907,0
4630732,46307327,0.686443725,0.198130169,0.008989572,0.09349155,0,0.008989572,0.000359583,0.002157497,0.001438332,0
4630733,46307372,0.563010295,0.3542776,0.016684416,0.0599929,0,0.005679801,0.000354988,0,0,0
4630734,46307377,0.521321962,0.410447761,0.003198294,0.060767591,0,0.00355366,0.000710732,0,0,0
4630543,46305472,0.15,0.15,0.5,0,0,0,0,0,0.2,0
4630544,46305477,0.1375,0.5,0.025,0.0125,0,0.15,0,0.0875,0.0875,0
4630641,46306422,0.252108716,0.558575445,0.022024367,0.082474227,0.003748828,0.02764761,0.002343018,0.00656045,0.007497657,0.037019681
4630642,46306427,0.67362077,0.162262401,0.011590172,0.107093185,0.002318034,0.026889198,0,0.012053778,0.004172462,0
4630643,46306472,0.373737374,0.494490358,0.026629936,0.082644628,0,0.011937557,0.004132231,0.004132231,0.002295684,0
4630644,46306477,0.114326376,0.788899431,0.020872865,0.047912713,0,0.023244782,0.004743833,0,0,0
4630741,46307422,0.379359431,0.572241993,0.006049822,0.03772242,0,0.003914591,0.000711744,0,0,0
4630742,46307427,0.363430298,0.482055157,0.007177937,0.131847374,0.002266717,0.010578013,0.001133359,0,0.001511145,0
4630743,46307472,0.107155571,0.826628693,0.003915984,0.016375934,0.000355999,0.045567818,0,0,0,0
4630744,46307477,0.3609375,0.425,0.015625,0.115625,0.0265625,0.01875,0,0.021875,0.015625,0
4630353,46303572,0,0.619047619,0,0,0,0,0,0.214285714,0.166666667,0
4630451,46304522,0.023121387,0.830924855,0.057803468,0.015895954,0,0.001445087,0,0.037572254,0.033236994,0
4630452,46304527,0.037974684,0.841772152,0.033755274,0.021097046,0,0.004219409,0,0.03164557,0.029535865,0
4630453,46304572,0.008838384,0.910353535,0.021464646,0.012626263,0,0.006313131,0,0.021464646,0.018939394,0
4630454,46304577,0.184221065,0.756107329,0.036043252,0.012414898,0,0.001601922,0.000400481,0.00720865,0.002002403,0
4630551,46305522,0.053571429,0.821428571,0.053571429,0.026785714,0,0,0,0.017857143,0.026785714,0
4630552,46305527,0.201305221,0.603413655,0.138554217,0.033634538,0,0.012048193,0,0.00502008,0.006024096,0
4630554,46305577,0.166666667,0.638888889,0.009259259,0.111111111,0,0,0,0.027777778,0.046296296,0
4630651,46306522,0.381201044,0.25848564,0.08616188,0.174934726,0.015665796,0.049608355,0,0.002610966,0.031331593,0
4630653,46306572,0.12244898,0.387755102,0.014842301,0.346938776,0.009276438,0.10296846,0.002782931,0.002782931,0.010204082,0
4630751,46307522,0.294117647,0.205305652,0.118800461,0.160322953,0.003460208,0.185697809,0.002306805,0.008073818,0.021914648,0
4630064,46300677,0,0.103554869,0.874806801,0,0,0,0,0.007727975,0.013910355,0
4630162,46301627,0,0.072916667,0.901041667,0,0,0,0,0,0.026041667,0
4630463,46304672,0,0.958333333,0.007142857,0.001190476,0,0,0,0.016666667,0.016666667,0
4630561,46305622,0.063195691,0.852782765,0.059605027,0.017953321,0,0.006104129,0,0,0.000359066,0
4630562,46305627,0.060230292,0.881310895,0.035872453,0.012400354,0,0.001328609,0,0.002214349,0.006643047,0
4630563,46305672,0.047037037,0.904814815,0.031851852,0.01,0,0.001481481,0,0.001851852,0.002962963,0
4630564,46305677,0.080965909,0.899502841,0.000355114,0.007102273,0,0.007102273,0.004971591,0,0,0
4630661,46306622,0.283254412,0.618596642,0.027120103,0.047783039,0.006457167,0.00990099,0.000430478,0.003013345,0.003443823,0
4630662,46306627,0.293532338,0.618336887,0.011727079,0.049751244,0.010660981,0.004975124,0.011016347,0,0,0
4630663,46306672,0.402157165,0.392912173,0.023626091,0.134565999,0.004108885,0.013353878,0.01540832,0.006163328,0.00770416,0
4630664,46306677,0.17981521,0.755152807,0.019900498,0.028073916,0.004619758,0.012082445,0.000355366,0,0,0
4630761,46307622,0.332642487,0.502590674,0.044559585,0.071502591,0.004145078,0.011398964,0.01865285,0.001036269,0.013471503,0
4630762,46307627,0.244752757,0.701529705,0.018498755,0.024190679,0.006403415,0.003201708,0.001422981,0,0,0
4630763,46307672,0.30634278,0.611336032,0.033738192,0.01754386,0.012145749,0.001349528,0.001349528,0.012145749,0.004048583,0
4630764,46307677,0.256848097,0.668089648,0.011739594,0.054784774,0.001422981,0.003913198,0.003201708,0,0,0
4630072,46300727,0.229914098,0.70085902,0.011116726,0.023244063,0.0176857,0.006568974,0,0.005053057,0.005558363,0
4630074,46300777,0.356564019,0.230145867,0.001620746,0.260940032,0.02917342,0.072933549,0.008103728,0.008103728,0.032414911,0
4630571,46305722,0.001240695,0.945409429,0.021091811,0,0,0,0,0.022332506,0.009925558,0
