mesh_code,land_ratio,ratio_clas
"50322772",1.000,more_half
"50322777",1.000,more_half
"50323722",1.000,more_half
"50323727",1.000,more_half
"50323772",1.000,more_half
"50323777",1.000,more_half
"50324722",1.000,more_half
"50324727",1.000,more_half
"50324772",1.000,more_half
"50324777",1.000,more_half
"50325722",1.000,more_half
"50325727",1.000,more_half
"50325772",1.000,more_half
"50325777",1.000,more_half
"50326722",1.000,more_half
"50326727",1.000,more_half
"50326772",1.000,more_half
"50326777",1.000,more_half
"50327722",1.000,more_half
"50327727",1.000,more_half
"50327772",0.981,more_half
"50327777",1.000,more_half
"50330022",1.000,more_half
"50330027",1.000,more_half
"50330072",1.000,more_half
"50330077",1.000,more_half
"50331022",1.000,more_half
"50331027",1.000,more_half
"50331072",1.000,more_half
"50331077",1.000,more_half
"50332022",1.000,more_half
"50332027",1.000,more_half
"50332072",1.000,more_half
"50332077",1.000,more_half
"50333022",1.000,more_half
"50333027",1.000,more_half
"50333072",1.000,more_half
"50333077",1.000,more_half
"50334022",1.000,more_half
"50334027",1.000,more_half
"50334072",0.956,more_half
"50334077",1.000,more_half
"50335022",1.000,more_half
"50335027",1.000,more_half
"50335072",1.000,more_half
"50335077",1.000,more_half
"50336022",1.000,more_half
"50336027",1.000,more_half
"50336072",1.000,more_half
"50336077",1.000,more_half
"50337022",1.000,more_half
"50337027",0.767,more_half
"50337072",0.987,more_half
"50337077",0.089,less_half
"50330122",1.000,more_half
"50330127",1.000,more_half
"50330172",1.000,more_half
"50330177",1.000,more_half
"50331122",1.000,more_half
"50331127",1.000,more_half
"50331172",1.000,more_half
"50331177",1.000,more_half
"50332122",1.000,more_half
"50332127",1.000,more_half
"50332172",1.000,more_half
"50332177",1.000,more_half
"50333122",1.000,more_half
"50333127",1.000,more_half
"50333172",1.000,more_half
"50333177",1.000,more_half
"50334122",1.000,more_half
"50334127",0.975,more_half
"50334172",1.000,more_half
"50334177",0.992,more_half
"50335122",1.000,more_half
"50335127",1.000,more_half
"50335172",1.000,more_half
"50335177",1.000,more_half
"50336122",0.960,more_half
"50336127",1.000,more_half
"50336172",1.000,more_half
"50336177",1.000,more_half
"50337122",0.436,less_half
"50337127",0.790,more_half
"50337172",0.000,less_half
"50337177",0.005,less_half
"50330222",0.213,less_half
"50330227",0.054,less_half
"50330272",0.870,more_half
"50330277",0.551,more_half
"50331222",1.000,more_half
"50331227",0.939,more_half
"50331272",1.000,more_half
"50331277",1.000,more_half
"50332222",1.000,more_half
"50332227",1.000,more_half
"50332272",1.000,more_half
"50332277",1.000,more_half
"50333222",1.000,more_half
"50333227",1.000,more_half
"50333272",1.000,more_half
"50333277",1.000,more_half
"50334222",0.999,more_half
"50334227",1.000,more_half
"50334272",0.964,more_half
"50334277",1.000,more_half
"50335222",1.000,more_half
"50335227",1.000,more_half
"50335272",1.000,more_half
"50335277",1.000,more_half
"50336222",1.000,more_half
"50336227",1.000,more_half
"50336272",1.000,more_half
"50336277",1.000,more_half
"50337222",0.997,more_half
"50337227",1.000,more_half
"50337272",0.510,more_half
"50337277",0.713,more_half
"50330322",0.000,less_half
"50330327",0.000,less_half
"50330372",0.234,less_half
"50330377",0.006,less_half
"50331322",0.739,more_half
"50331327",0.243,less_half
"50331372",1.000,more_half
"50331377",0.963,more_half
"50332322",1.000,more_half
"50332327",1.000,more_half
"50332372",1.000,more_half
"50332377",1.000,more_half
"50333322",1.000,more_half
"50333327",1.000,more_half
"50333372",1.000,more_half
"50333377",1.000,more_half
"50334322",1.000,more_half
"50334327",1.000,more_half
"50334372",1.000,more_half
"50334377",1.000,more_half
"50335322",1.000,more_half
"50335327",0.993,more_half
"50335372",1.000,more_half
"50335377",0.994,more_half
"50336322",1.000,more_half
"50336327",1.000,more_half
"50336372",1.000,more_half
"50336377",1.000,more_half
"50337322",1.000,more_half
"50337327",1.000,more_half
"50337372",0.687,more_half
"50337377",0.439,less_half
"50331422",0.000,less_half
"50331427",0.000,less_half
"50331472",0.450,less_half
"50331477",0.024,less_half
"50332422",0.874,more_half
"50332427",0.593,more_half
"50332472",1.000,more_half
"50332477",0.997,more_half
"50333422",1.000,more_half
"50333427",1.000,more_half
"50333472",1.000,more_half
"50333477",1.000,more_half
"50334422",1.000,more_half
"50334427",0.996,more_half
"50334472",0.996,more_half
"50334477",1.000,more_half
"50335422",0.873,more_half
"50335427",1.000,more_half
"50335472",1.000,more_half
"50335477",1.000,more_half
"50336422",1.000,more_half
"50336427",1.000,more_half
"50336472",1.000,more_half
"50336477",1.000,more_half
"50337422",0.962,more_half
"50337427",0.993,more_half
"50337472",0.628,more_half
"50337477",1.000,more_half
"50332522",0.279,less_half
"50332527",0.107,less_half
"50332572",1.000,more_half
"50332577",1.000,more_half
"50333522",1.000,more_half
"50333527",1.000,more_half
"50333572",1.000,more_half
"50333577",1.000,more_half
"50334522",0.958,more_half
"50334527",1.000,more_half
"50334572",1.000,more_half
"50334577",1.000,more_half
"50335522",1.000,more_half
"50335527",1.000,more_half
"50335572",1.000,more_half
"50335577",1.000,more_half
"50336522",1.000,more_half
"50336527",1.000,more_half
"50336572",1.000,more_half
"50336577",1.000,more_half
"50337522",1.000,more_half
"50337527",1.000,more_half
"50337572",1.000,more_half
"50337577",1.000,more_half
"50332622",0.568,more_half
"50332627",0.787,more_half
"50332672",1.000,more_half
"50332677",1.000,more_half
"50333622",1.000,more_half
"50333627",1.000,more_half
"50333672",1.000,more_half
"50333677",1.000,more_half
"50334622",1.000,more_half
"50334627",0.979,more_half
"50334672",1.000,more_half
"50334677",0.999,more_half
"50335622",1.000,more_half
"50335627",1.000,more_half
"50335672",1.000,more_half
"50335677",1.000,more_half
"50336622",1.000,more_half
"50336627",1.000,more_half
"50336672",1.000,more_half
"50336677",1.000,more_half
"50337622",1.000,more_half
"50337627",1.000,more_half
"50337672",1.000,more_half
"50337677",1.000,more_half
"50331722",0.000,less_half
"50331727",0.419,less_half
"50331772",0.114,less_half
"50331777",0.952,more_half
"50332722",0.991,more_half
"50332727",1.000,more_half
"50332772",1.000,more_half
"50332777",1.000,more_half
"50333722",1.000,more_half
"50333727",1.000,more_half
"50333772",1.000,more_half
"50333777",1.000,more_half
"50334722",0.983,more_half
"50334727",1.000,more_half
"50334772",0.994,more_half
"50334777",1.000,more_half
"50335722",1.000,more_half
"50335727",1.000,more_half
"50335772",1.000,more_half
"50335777",1.000,more_half
"50336722",1.000,more_half
"50336727",1.000,more_half
"50336772",1.000,more_half
"50336777",1.000,more_half
"50337722",1.000,more_half
"50337727",1.000,more_half
"50337772",1.000,more_half
"50337777",1.000,more_half
"50340022",0.062,less_half
"50340027",0.878,more_half
"50340072",0.451,less_half
"50340077",1.000,more_half
"50341022",0.949,more_half
"50341027",1.000,more_half
"50341072",1.000,more_half
"50341077",1.000,more_half
"50342022",1.000,more_half
"50342027",1.000,more_half
"50342072",1.000,more_half
"50342077",1.000,more_half
"50343022",1.000,more_half
"50343027",0.916,more_half
"50343072",1.000,more_half
"50343077",0.992,more_half
"50344022",1.000,more_half
"50344027",1.000,more_half
"50344072",1.000,more_half
"50344077",1.000,more_half
"50345022",1.000,more_half
"50345027",1.000,more_half
"50345072",1.000,more_half
"50345077",1.000,more_half
"50346022",1.000,more_half
"50346027",1.000,more_half
"50346072",1.000,more_half
"50346077",1.000,more_half
"50347022",1.000,more_half
"50347027",1.000,more_half
"50347072",1.000,more_half
"50347077",1.000,more_half
"50340122",1.000,more_half
"50340127",0.238,less_half
"50340172",1.000,more_half
"50340177",0.421,less_half
"50341122",1.000,more_half
"50341127",0.727,more_half
"50341172",1.000,more_half
"50341177",0.965,more_half
"50342122",1.000,more_half
"50342127",1.000,more_half
"50342172",1.000,more_half
"50342177",1.000,more_half
"50343122",1.000,more_half
"50343127",1.000,more_half
"50343172",1.000,more_half
"50343177",1.000,more_half
"50344122",1.000,more_half
"50344127",1.000,more_half
"50344172",1.000,more_half
"50344177",1.000,more_half
"50345122",1.000,more_half
"50345127",1.000,more_half
"50345172",1.000,more_half
"50345177",1.000,more_half
"50346122",1.000,more_half
"50346127",1.000,more_half
"50346172",1.000,more_half
"50346177",1.000,more_half
"50347122",1.000,more_half
"50347127",1.000,more_half
"50347172",1.000,more_half
"50347177",1.000,more_half
"50341222",0.000,less_half
"50341227",0.000,less_half
"50341272",0.095,less_half
"50341277",0.000,less_half
"50342222",0.537,more_half
"50342227",0.004,less_half
"50342272",0.954,more_half
"50342277",0.100,less_half
"50343222",1.000,more_half
"50343227",0.861,more_half
"50343272",1.000,more_half
"50343277",0.968,more_half
"50344222",1.000,more_half
"50344227",1.000,more_half
"50344272",1.000,more_half
"50344277",1.000,more_half
"50345222",1.000,more_half
"50345227",1.000,more_half
"50345272",0.994,more_half
"50345277",0.939,more_half
"50346222",1.000,more_half
"50346227",1.000,more_half
"50346272",1.000,more_half
"50346277",1.000,more_half
"50347222",1.000,more_half
"50347227",1.000,more_half
"50347272",1.000,more_half
"50347277",1.000,more_half
"50343322",0.048,less_half
"50343327",0.000,less_half
"50343372",0.306,less_half
"50343377",0.068,less_half
"50344322",1.000,more_half
"50344327",0.675,more_half
"50344372",1.000,more_half
"50344377",1.000,more_half
"50345322",1.000,more_half
"50345327",1.000,more_half
"50345372",1.000,more_half
"50345377",1.000,more_half
"50346322",1.000,more_half
"50346327",1.000,more_half
"50346372",1.000,more_half
"50346377",1.000,more_half
"50347322",1.000,more_half
"50347327",1.000,more_half
"50347372",1.000,more_half
"50347377",1.000,more_half
"50343422",0.000,less_half
"50343427",0.000,less_half
"50343472",0.008,less_half
"50343477",0.000,less_half
"50344422",0.067,less_half
"50344427",0.000,less_half
"50344472",0.743,more_half
"50344477",0.044,less_half
"50345422",1.000,more_half
"50345427",0.545,more_half
"50345472",1.000,more_half
"50345477",1.000,more_half
"50346422",1.000,more_half
"50346427",1.000,more_half
"50346472",1.000,more_half
"50346477",1.000,more_half
"50347422",1.000,more_half
"50347427",1.000,more_half
"50347472",1.000,more_half
"50347477",0.936,more_half
"50345522",0.051,less_half
"50345527",0.000,less_half
"50345572",0.876,more_half
"50345577",0.302,less_half
"50346522",0.571,more_half
"50346527",0.172,less_half
"50346572",0.879,more_half
"50346577",0.061,less_half
"50347522",0.999,more_half
"50347527",0.192,less_half
"50347572",0.505,more_half
"50347577",0.000,less_half
"50345622",0.000,less_half
"50345627",0.000,less_half
"50345672",0.000,less_half
"50345677",0.000,less_half
"50346622",0.034,less_half
"50346627",0.034,less_half
"50346672",0.000,less_half
"50346677",0.000,less_half
"50356022",0.000,less_half
"50356027",0.000,less_half
"50356072",0.029,less_half
"50356077",0.583,more_half
"50357022",0.000,less_half
"50357027",0.653,more_half
"50357072",0.000,less_half
"50357077",0.542,more_half
"50355122",0.000,less_half
"50355127",0.066,less_half
"50355172",0.031,less_half
"50355177",0.666,more_half
"50356122",0.398,less_half
"50356127",1.000,more_half
"50356172",0.892,more_half
"50356177",1.000,more_half
"50357122",1.000,more_half
"50357127",1.000,more_half
"50357172",0.997,more_half
"50357177",1.000,more_half
"50353222",0.000,less_half
"50353227",0.000,less_half
"50353272",0.000,less_half
"50353277",0.161,less_half
"50354222",0.000,less_half
"50354227",0.318,less_half
"50354272",0.000,less_half
"50354277",0.218,less_half
"50355222",0.376,less_half
"50355227",0.928,more_half
"50355272",1.000,more_half
"50355277",1.000,more_half
"50356222",1.000,more_half
"50356227",1.000,more_half
"50356272",1.000,more_half
"50356277",1.000,more_half
"50357222",1.000,more_half
"50357227",1.000,more_half
"50357272",1.000,more_half
"50357277",1.000,more_half
"50352322",0.000,less_half
"50352327",0.004,less_half
"50352372",0.134,less_half
"50352377",0.797,more_half
"50353322",0.725,more_half
"50353327",1.000,more_half
"50353372",0.838,more_half
"50353377",1.000,more_half
"50354322",0.921,more_half
"50354327",1.000,more_half
"50354372",0.912,more_half
"50354377",1.000,more_half
"50355322",1.000,more_half
"50355327",1.000,more_half
"50355372",1.000,more_half
"50355377",1.000,more_half
"50356322",1.000,more_half
"50356327",1.000,more_half
"50356372",1.000,more_half
"50356377",1.000,more_half
"50357322",1.000,more_half
"50357327",1.000,more_half
"50357372",1.000,more_half
"50357377",1.000,more_half
"50351422",0.000,less_half
"50351427",0.000,less_half
"50351472",0.000,less_half
"50351477",0.002,less_half
"50352422",0.459,less_half
"50352427",0.801,more_half
"50352472",1.000,more_half
"50352477",1.000,more_half
"50353422",1.000,more_half
"50353427",1.000,more_half
"50353472",1.000,more_half
"50353477",0.997,more_half
"50354422",0.999,more_half
"50354427",0.978,more_half
"50354472",1.000,more_half
"50354477",1.000,more_half
"50355422",1.000,more_half
"50355427",1.000,more_half
"50355472",1.000,more_half
"50355477",1.000,more_half
"50356422",1.000,more_half
"50356427",1.000,more_half
"50356472",1.000,more_half
"50356477",1.000,more_half
"50357422",1.000,more_half
"50357427",1.000,more_half
"50357472",1.000,more_half
"50357477",1.000,more_half
"50351522",0.000,less_half
"50351527",0.000,less_half
"50351572",0.105,less_half
"50351577",0.398,less_half
"50352522",0.960,more_half
"50352527",1.000,more_half
"50352572",1.000,more_half
"50352577",1.000,more_half
"50353522",1.000,more_half
"50353527",1.000,more_half
"50353572",1.000,more_half
"50353577",1.000,more_half
"50354522",1.000,more_half
"50354527",1.000,more_half
"50354572",1.000,more_half
"50354577",1.000,more_half
"50355522",1.000,more_half
"50355527",1.000,more_half
"50355572",1.000,more_half
"50355577",1.000,more_half
"50356522",1.000,more_half
"50356527",1.000,more_half
"50356572",1.000,more_half
"50356577",1.000,more_half
"50357522",1.000,more_half
"50357527",1.000,more_half
"50357572",1.000,more_half
"50357577",1.000,more_half
"50351622",0.240,less_half
"50351627",0.047,less_half
"50351672",0.496,less_half
"50351677",0.256,less_half
"50352622",0.992,more_half
"50352627",0.560,more_half
"50352672",1.000,more_half
"50352677",1.000,more_half
"50353622",1.000,more_half
"50353627",1.000,more_half
"50353672",1.000,more_half
"50353677",1.000,more_half
"50354622",1.000,more_half
"50354627",1.000,more_half
"50354672",1.000,more_half
"50354677",1.000,more_half
"50355622",1.000,more_half
"50355627",1.000,more_half
"50355672",1.000,more_half
"50355677",1.000,more_half
"50356622",1.000,more_half
"50356627",1.000,more_half
"50356672",1.000,more_half
"50356677",1.000,more_half
"50357622",1.000,more_half
"50357627",1.000,more_half
"50357672",1.000,more_half
"50357677",1.000,more_half
"50352722",0.045,less_half
"50352727",0.000,less_half
"50352772",0.646,more_half
"50352777",0.040,less_half
"50353722",0.941,more_half
"50353727",0.138,less_half
"50353772",0.999,more_half
"50353777",0.306,less_half
"50354722",1.000,more_half
"50354727",0.772,more_half
"50354772",1.000,more_half
"50354777",0.999,more_half
"50355722",1.000,more_half
"50355727",1.000,more_half
"50355772",1.000,more_half
"50355777",1.000,more_half
"50356722",1.000,more_half
"50356727",1.000,more_half
"50356772",1.000,more_half
"50356777",1.000,more_half
"50357722",1.000,more_half
"50357727",1.000,more_half
"50357772",1.000,more_half
"50357777",0.996,more_half
"50364022",0.000,less_half
"50364027",0.000,less_half
"50364072",0.224,less_half
"50364077",0.000,less_half
"50365022",0.498,less_half
"50365027",0.000,less_half
"50365072",0.804,more_half
"50365077",0.000,less_half
"50366022",1.000,more_half
"50366027",0.202,less_half
"50366072",1.000,more_half
"50366077",0.821,more_half
"50367022",1.000,more_half
"50367027",1.000,more_half
"50367072",0.964,more_half
"50367077",1.000,more_half
"50366122",0.000,less_half
"50366127",0.000,less_half
"50366172",0.212,less_half
"50366177",0.000,less_half
"50367122",0.900,more_half
"50367127",0.323,less_half
"50367172",1.000,more_half
"50367177",0.602,more_half
"50367222",0.000,less_half
"50367227",0.000,less_half
"50367272",0.220,less_half
"50367277",0.000,less_half
"50387622",0.000,less_half
"50387627",0.000,less_half
"50387672",0.000,less_half
"50387677",0.000,less_half
"50393222",0.000,less_half
"50393227",0.000,less_half
"50393272",0.000,less_half
"50393277",0.000,less_half
"50396422",0.000,less_half
"50396427",0.000,less_half
"50396472",0.000,less_half
"50396477",0.000,less_half
"50396522",0.000,less_half
"50396527",0.000,less_half
"50396572",0.000,less_half
"50396577",0.000,less_half
"51291122",0.085,less_half
"51291127",0.476,less_half
"51291172",0.265,less_half
"51291177",1.000,more_half
"51292122",0.145,less_half
"51292127",1.000,more_half
"51292172",0.061,less_half
"51292177",0.990,more_half
"51293122",0.001,less_half
"51293127",0.893,more_half
"51293172",0.000,less_half
"51293177",0.439,less_half
"51294122",0.000,less_half
"51294127",0.087,less_half
"51294172",0.000,less_half
"51294177",0.000,less_half
"51291222",0.057,less_half
"51291227",0.000,less_half
"51291272",0.479,less_half
"51291277",0.000,less_half
"51292222",0.721,more_half
"51292227",0.000,less_half
"51292272",0.944,more_half
"51292277",0.079,less_half
"51293222",0.937,more_half
"51293227",0.461,less_half
"51293272",0.409,less_half
"51293277",0.576,more_half
"51294222",0.408,less_half
"51294227",0.591,more_half
"51294272",0.568,more_half
"51294277",0.927,more_half
"51295222",0.504,more_half
"51295227",0.947,more_half
"51295272",0.448,less_half
"51295277",1.000,more_half
"51296222",0.102,less_half
"51296227",0.902,more_half
"51296272",0.181,less_half
"51296277",0.942,more_half
"51297222",0.074,less_half
"51297227",0.994,more_half
"51297272",0.000,less_half
"51297277",0.456,less_half
"51293322",0.029,less_half
"51293327",0.000,less_half
"51293372",0.119,less_half
"51293377",0.000,less_half
"51294322",0.302,less_half
"51294327",0.000,less_half
"51294372",0.117,less_half
"51294377",0.000,less_half
"51295322",0.058,less_half
"51295327",0.000,less_half
"51295372",0.441,less_half
"51295377",0.000,less_half
"51296322",0.981,more_half
"51296327",0.148,less_half
"51296372",1.000,more_half
"51296377",0.500,more_half
"51297322",0.993,more_half
"51297327",0.468,less_half
"51297372",0.838,more_half
"51297377",0.703,more_half
"51302022",0.000,less_half
"51302027",0.000,less_half
"51302072",0.000,less_half
"51302077",0.037,less_half
"51300522",0.000,less_half
"51300527",0.024,less_half
"51300572",0.000,less_half
"51300577",0.000,less_half
"51300622",0.000,less_half
"51300627",0.001,less_half
"51300672",0.000,less_half
"51300677",0.000,less_half
"51301622",0.088,less_half
"51301627",0.114,less_half
"51301672",0.000,less_half
"51301677",0.044,less_half
"51303622",0.000,less_half
"51303627",0.022,less_half
"51303672",0.000,less_half
"51303677",0.007,less_half
"51304622",0.000,less_half
"51304627",0.123,less_half
"51304672",0.000,less_half
"51304677",0.000,less_half
"51300722",0.407,less_half
"51300727",0.997,more_half
"51300772",0.595,more_half
"51300777",1.000,more_half
"51301722",0.990,more_half
"51301727",1.000,more_half
"51301772",0.638,more_half
"51301777",1.000,more_half
"51302722",0.141,less_half
"51302727",1.000,more_half
"51302772",0.277,less_half
"51302777",1.000,more_half
"51303722",0.787,more_half
"51303727",1.000,more_half
"51303772",0.786,more_half
"51303777",1.000,more_half
"51304722",0.356,less_half
"51304727",0.657,more_half
"51304772",0.005,less_half
"51304777",0.330,less_half
"51305722",0.000,less_half
"51305727",0.250,less_half
"51305772",0.000,less_half
"51305777",0.000,less_half
"51310022",0.244,less_half
"51310027",0.313,less_half
"51310072",0.920,more_half
"51310077",1.000,more_half
"51311022",1.000,more_half
"51311027",1.000,more_half
"51311072",1.000,more_half
"51311077",1.000,more_half
"51312022",1.000,more_half
"51312027",1.000,more_half
"51312072",1.000,more_half
"51312077",0.981,more_half
"51313022",1.000,more_half
"51313027",0.987,more_half
"51313072",1.000,more_half
"51313077",1.000,more_half
"51314022",0.965,more_half
"51314027",1.000,more_half
"51314072",0.629,more_half
"51314077",0.961,more_half
"51315022",0.020,less_half
"51315027",0.061,less_half
"51315072",0.000,less_half
"51315077",0.000,less_half
"51310122",0.979,more_half
"51310127",1.000,more_half
"51310172",1.000,more_half
"51310177",1.000,more_half
"51311122",1.000,more_half
"51311127",1.000,more_half
"51311172",1.000,more_half
"51311177",1.000,more_half
"51312122",1.000,more_half
"51312127",1.000,more_half
"51312172",0.988,more_half
"51312177",1.000,more_half
"51313122",0.999,more_half
"51313127",1.000,more_half
"51313172",1.000,more_half
"51313177",1.000,more_half
"51314122",0.982,more_half
"51314127",0.985,more_half
"51314172",0.291,less_half
"51314177",0.395,less_half
"51315122",0.063,less_half
"51315127",0.226,less_half
"51315172",0.000,less_half
"51315177",0.000,less_half
"51310222",1.000,more_half
"51310227",0.991,more_half
"51310272",0.979,more_half
"51310277",1.000,more_half
"51311222",0.975,more_half
"51311227",0.988,more_half
"51311272",1.000,more_half
"51311277",1.000,more_half
"51312222",1.000,more_half
"51312227",1.000,more_half
"51312272",1.000,more_half
"51312277",1.000,more_half
"51313222",1.000,more_half
"51313227",1.000,more_half
"51313272",1.000,more_half
"51313277",1.000,more_half
"51314222",1.000,more_half
"51314227",1.000,more_half
"51314272",0.264,less_half
"51314277",0.792,more_half
"51315222",0.055,less_half
"51315227",0.011,less_half
"51315272",0.003,less_half
"51315277",0.005,less_half
"51316222",0.086,less_half
"51316227",0.009,less_half
"51316272",0.000,less_half
"51316277",0.000,less_half
"51310322",0.535,more_half
"51310327",0.631,more_half
"51310372",0.954,more_half
"51310377",1.000,more_half
"51311322",1.000,more_half
"51311327",1.000,more_half
"51311372",1.000,more_half
"51311377",1.000,more_half
"51312322",1.000,more_half
"51312327",0.998,more_half
"51312372",1.000,more_half
"51312377",0.993,more_half
"51313322",1.000,more_half
"51313327",1.000,more_half
"51313372",1.000,more_half
"51313377",1.000,more_half
"51314322",1.000,more_half
"51314327",0.965,more_half
"51314372",0.999,more_half
"51314377",1.000,more_half
"51315322",0.489,less_half
"51315327",1.000,more_half
"51315372",0.105,less_half
"51315377",0.802,more_half
"51316322",0.087,less_half
"51316327",0.550,more_half
"51316372",0.000,less_half
"51316377",0.004,less_half
"51310422",0.839,more_half
"51310427",0.575,more_half
"51310472",1.000,more_half
"51310477",1.000,more_half
"51311422",1.000,more_half
"51311427",1.000,more_half
"51311472",1.000,more_half
"51311477",1.000,more_half
"51312422",1.000,more_half
"51312427",1.000,more_half
"51312472",1.000,more_half
"51312477",1.000,more_half
"51313422",1.000,more_half
"51313427",1.000,more_half
"51313472",1.000,more_half
"51313477",1.000,more_half
"51314422",0.928,more_half
"51314427",1.000,more_half
"51314472",0.996,more_half
"51314477",1.000,more_half
"51315422",1.000,more_half
"51315427",1.000,more_half
"51315472",1.000,more_half
"51315477",1.000,more_half
"51316422",0.981,more_half
"51316427",1.000,more_half
"51316472",0.474,less_half
"51316477",1.000,more_half
"51317422",0.091,less_half
"51317427",0.951,more_half
"51317472",0.000,less_half
"51317477",0.418,less_half
"51310522",0.013,less_half
"51310527",0.248,less_half
"51310572",0.917,more_half
"51310577",0.653,more_half
"51311522",1.000,more_half
"51311527",1.000,more_half
"51311572",1.000,more_half
"51311577",1.000,more_half
"51312522",1.000,more_half
"51312527",1.000,more_half
"51312572",1.000,more_half
"51312577",1.000,more_half
"51313522",0.975,more_half
"51313527",1.000,more_half
"51313572",0.992,more_half
"51313577",1.000,more_half
"51314522",1.000,more_half
"51314527",1.000,more_half
"51314572",1.000,more_half
"51314577",1.000,more_half
"51315522",1.000,more_half
"51315527",1.000,more_half
"51315572",1.000,more_half
"51315577",1.000,more_half
"51316522",1.000,more_half
"51316527",1.000,more_half
"51316572",1.000,more_half
"51316577",1.000,more_half
"51317522",1.000,more_half
"51317527",1.000,more_half
"51317572",0.827,more_half
"51317577",1.000,more_half
"51310622",0.192,less_half
"51310627",0.836,more_half
"51310672",0.823,more_half
"51310677",0.991,more_half
"51311622",0.981,more_half
"51311627",1.000,more_half
"51311672",1.000,more_half
"51311677",0.985,more_half
"51312622",0.981,more_half
"51312627",0.990,more_half
"51312672",1.000,more_half
"51312677",1.000,more_half
"51313622",1.000,more_half
"51313627",1.000,more_half
"51313672",1.000,more_half
"51313677",1.000,more_half
"51314622",1.000,more_half
"51314627",1.000,more_half
"51314672",1.000,more_half
"51314677",1.000,more_half
"51315622",1.000,more_half
"51315627",1.000,more_half
"51315672",1.000,more_half
"51315677",1.000,more_half
"51316622",1.000,more_half
"51316627",1.000,more_half
"51316672",1.000,more_half
"51316677",1.000,more_half
"51317622",1.000,more_half
"51317627",1.000,more_half
"51317672",1.000,more_half
"51317677",1.000,more_half
"51310722",1.000,more_half
"51310727",1.000,more_half
"51310772",0.993,more_half
"51310777",1.000,more_half
"51311722",0.996,more_half
"51311727",1.000,more_half
"51311772",0.915,more_half
"51311777",1.000,more_half
"51312722",1.000,more_half
"51312727",1.000,more_half
"51312772",1.000,more_half
"51312777",1.000,more_half
"51313722",1.000,more_half
"51313727",1.000,more_half
"51313772",1.000,more_half
"51313777",1.000,more_half
"51314722",1.000,more_half
"51314727",1.000,more_half
"51314772",1.000,more_half
"51314777",1.000,more_half
"51315722",1.000,more_half
"51315727",1.000,more_half
"51315772",1.000,more_half
"51315777",1.000,more_half
"51316722",1.000,more_half
"51316727",1.000,more_half
"51316772",1.000,more_half
"51316777",1.000,more_half
"51317722",1.000,more_half
"51317727",1.000,more_half
"51317772",1.000,more_half
"51317777",1.000,more_half
"51320022",1.000,more_half
"51320027",1.000,more_half
"51320072",0.982,more_half
"51320077",1.000,more_half
"51321022",1.000,more_half
"51321027",1.000,more_half
"51321072",1.000,more_half
"51321077",1.000,more_half
"51322022",0.979,more_half
"51322027",0.999,more_half
"51322072",0.990,more_half
"51322077",0.997,more_half
"51323022",1.000,more_half
"51323027",1.000,more_half
"51323072",1.000,more_half
"51323077",0.992,more_half
"51324022",1.000,more_half
"51324027",1.000,more_half
"51324072",1.000,more_half
"51324077",1.000,more_half
"51325022",1.000,more_half
"51325027",1.000,more_half
"51325072",1.000,more_half
"51325077",1.000,more_half
"51326022",1.000,more_half
"51326027",1.000,more_half
"51326072",1.000,more_half
"51326077",1.000,more_half
"51327022",1.000,more_half
"51327027",1.000,more_half
"51327072",1.000,more_half
"51327077",1.000,more_half
"51320122",1.000,more_half
"51320127",0.471,less_half
"51320172",1.000,more_half
"51320177",0.397,less_half
"51321122",1.000,more_half
"51321127",0.264,less_half
"51321172",0.999,more_half
"51321177",0.932,more_half
"51322122",1.000,more_half
"51322127",0.852,more_half
"51322172",0.945,more_half
"51322177",0.755,more_half
"51323122",0.995,more_half
"51323127",0.917,more_half
"51323172",0.996,more_half
"51323177",1.000,more_half
"51324122",1.000,more_half
"51324127",1.000,more_half
"51324172",1.000,more_half
"51324177",1.000,more_half
"51325122",1.000,more_half
"51325127",1.000,more_half
"51325172",1.000,more_half
"51325177",1.000,more_half
"51326122",1.000,more_half
"51326127",1.000,more_half
"51326172",1.000,more_half
"51326177",1.000,more_half
"51327122",1.000,more_half
"51327127",1.000,more_half
"51327172",0.972,more_half
"51327177",1.000,more_half
"51320222",0.029,less_half
"51320227",0.006,less_half
"51320272",0.000,less_half
"51320277",0.000,less_half
"51321222",0.000,less_half
"51321227",0.009,less_half
"51321272",0.010,less_half
"51321277",0.000,less_half
"51322222",0.074,less_half
"51322227",0.022,less_half
"51322272",0.168,less_half
"51322277",0.007,less_half
"51323222",0.713,more_half
"51323227",0.339,less_half
"51323272",0.860,more_half
"51323277",0.162,less_half
"51324222",1.000,more_half
"51324227",0.696,more_half
"51324272",1.000,more_half
"51324277",1.000,more_half
"51325222",1.000,more_half
"51325227",0.995,more_half
"51325272",1.000,more_half
"51325277",1.000,more_half
"51326222",1.000,more_half
"51326227",1.000,more_half
"51326272",1.000,more_half
"51326277",1.000,more_half
"51327222",1.000,more_half
"51327227",1.000,more_half
"51327272",1.000,more_half
"51327277",1.000,more_half
"51320322",0.162,less_half
"51320327",0.012,less_half
"51320372",0.015,less_half
"51320377",0.011,less_half
"51321322",0.000,less_half
"51321327",0.628,more_half
"51321372",0.253,less_half
"51321377",0.597,more_half
"51322322",0.271,less_half
"51322327",0.577,more_half
"51322372",0.723,more_half
"51322377",0.481,less_half
"51323322",0.196,less_half
